pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;spine1-x;spine1-y;spine1-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;pelvis-x;pelvis-y;pelvis-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_humerus-x;right_humerus-y;right_humerus-z;left_manubrium-x;left_manubrium-y;left_manubrium-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_humerus-x;right_humerus-y;right_humerus-z;right_radius-x;right_radius-y;right_radius-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;left_humerus-x;left_humerus-y;left_humerus-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;left_tibia_foot-x;left_tibia_foot-y;left_tibia_foot-z;right_manubrium-x;right_manubrium-y;right_manubrium-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_tibia_foot-x;right_tibia_foot-y;right_tibia_foot-z;pelvis-x;pelvis-y;pelvis-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;spine1-x;spine1-y;spine1-z;spine2-x;spine2-y;spine2-z;pelvis-x;pelvis-y;pelvis-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;left_humerus-x;left_humerus-y;left_humerus-z;left_radius-x;left_radius-y;left_radius-z;spine2-x;spine2-y;spine2-z;neck-x;neck-y;neck-z
367.456;11.412;282.625;367.647;13.769;282.496;367.684;10.491;281.479;368.237;6.124;281.621;367.847;10.813;282.553;367.684;10.491;281.479;368.07;15.516;284.338;368.034;12.735;285.021;368.073;15.349;281.802;367.552;15.439;280.497;367.993;10.438;283.613;369.124;6.187;283.393;368.034;12.735;285.021;368.604;10.284;285.14;367.552;15.439;280.497;367.321;12.557;279.913;368.237;6.124;281.621;366.968;1.492;282.292;368.187;15.403;282.939;368.07;15.516;284.338;369.124;6.187;283.393;365.825;2.689;283.726;367.847;10.813;282.553;367.993;10.438;283.613;367.647;13.769;282.496;367.257;15.873;282.434;367.847;10.813;282.553;367.456;11.412;282.625;367.321;12.557;279.913;368.008;10.194;279.788;367.257;15.873;282.434;368.725;16.751;282.171
367.99;11.428;282.501;368.199;13.784;282.367;368.194;10.501;281.356;368.384;6.105;281.557;368.379;10.828;282.425;368.194;10.501;281.356;368.61;15.522;284.229;368.419;12.748;284.916;368.647;15.366;281.693;368.155;15.475;280.379;368.544;10.459;283.483;370.088;6.344;283.189;368.419;12.748;284.916;368.796;10.265;285.105;368.155;15.475;280.379;368.137;12.603;279.707;368.384;6.105;281.557;366.971;1.529;282.319;368.746;15.409;282.833;368.61;15.522;284.229;370.088;6.344;283.189;367.579;2.234;283.366;368.379;10.828;282.425;368.544;10.459;283.483;368.199;13.784;282.367;367.827;15.891;282.319;368.379;10.828;282.425;367.99;11.428;282.501;368.137;12.603;279.707;369.095;10.337;279.589;367.827;15.891;282.319;369.307;16.754;282.079
368.52;11.38;282.387;368.752;13.733;282.249;368.697;10.448;281.242;368.529;6.054;281.5;368.902;10.777;282.306;368.697;10.448;281.242;369.156;15.462;284.129;368.815;12.707;284.833;369.215;15.318;281.593;368.742;15.452;280.274;369.081;10.408;283.363;370.953;6.436;283.011;368.815;12.707;284.833;369.007;10.209;285.091;368.742;15.452;280.274;368.932;12.607;279.519;368.529;6.054;281.5;366.93;1.554;282.337;369.305;15.351;282.733;369.156;15.462;284.129;370.953;6.436;283.011;369.503;1.841;282.956;368.902;10.777;282.306;369.081;10.408;283.363;368.752;13.733;282.249;368.393;15.843;282.216;368.902;10.777;282.306;368.52;11.38;282.387;368.932;12.607;279.519;370.154;10.47;279.421;368.393;15.843;282.216;369.881;16.698;281.995
369.069;11.274;282.281;369.326;13.624;282.137;369.216;10.341;281.132;368.722;5.975;281.443;369.441;10.665;282.195;369.216;10.341;281.132;369.736;15.345;284.027;369.259;12.618;284.762;369.797;15.211;281.491;369.327;15.369;280.174;369.628;10.292;283.248;371.721;6.437;282.853;369.259;12.618;284.762;369.282;10.12;285.085;369.327;15.369;280.174;369.689;12.562;279.346;368.722;5.975;281.443;366.856;1.59;282.341;369.887;15.236;282.632;369.736;15.345;284.027;371.721;6.437;282.853;371.409;1.638;282.548;369.441;10.665;282.195;369.628;10.292;283.248;369.326;13.624;282.137;368.978;15.736;282.119;369.441;10.665;282.195;369.069;11.274;282.281;369.689;12.562;279.346;371.133;10.567;279.27;368.978;15.736;282.119;370.468;16.589;281.904
369.655;11.13;282.178;369.934;13.478;282.029;369.774;10.198;281.025;369.017;5.873;281.379;370.016;10.515;282.086;369.774;10.198;281.025;370.363;15.193;283.922;369.779;12.496;284.688;370.404;15.066;281.385;369.918;15.245;280.076;370.208;10.137;283.137;372.423;6.355;282.694;369.779;12.496;284.688;369.659;10.009;285.066;369.918;15.245;280.076;370.404;12.474;279.189;369.017;5.873;281.379;366.807;1.662;282.327;370.504;15.086;282.525;370.363;15.193;283.922;372.423;6.355;282.694;373.03;1.603;282.179;370.016;10.515;282.086;370.208;10.137;283.137;369.934;13.478;282.029;369.591;15.591;282.023;370.016;10.515;282.086;369.655;11.13;282.178;370.404;12.474;279.189;372.011;10.609;279.117;369.591;15.591;282.023;371.078;16.447;281.803
370.288;10.978;282.075;370.575;13.324;281.928;370.386;10.045;280.921;369.445;5.759;281.305;370.642;10.36;281.98;370.386;10.045;280.921;371.023;15.041;283.819;370.371;12.363;284.598;371.03;14.916;281.282;370.518;15.107;279.984;370.841;9.979;283.028;373.098;6.23;282.522;370.371;12.363;284.598;370.144;9.89;285.017;370.518;15.107;279.984;371.089;12.366;279.057;369.445;5.759;281.305;366.85;1.784;282.294;371.146;14.934;282.42;371.023;15.041;283.819;373.098;6.23;282.522;374.187;1.582;281.866;370.642;10.36;281.98;370.841;9.979;283.028;370.575;13.324;281.928;370.224;15.436;281.932;370.642;10.36;281.98;370.288;10.978;282.075;371.089;12.366;279.057;372.8;10.596;278.967;370.224;15.436;281.932;371.704;16.304;281.704
370.965;10.851;281.974;371.242;13.199;281.837;371.055;9.913;280.823;370.008;5.653;281.223;371.319;10.233;281.878;371.055;9.913;280.823;371.69;14.917;283.728;371.014;12.241;284.494;371.671;14.798;281.191;371.135;14.99;279.904;371.529;9.857;282.926;373.756;6.101;282.348;371.014;12.241;284.494;370.723;9.778;284.932;371.135;14.99;279.904;371.758;12.264;278.965;370.008;5.653;281.223;367.013;1.979;282.24;371.8;14.813;282.328;371.69;14.917;283.728;373.756;6.101;282.348;374.859;1.465;281.63;371.319;10.233;281.878;371.529;9.857;282.926;371.242;13.199;281.837;370.867;15.307;281.852;371.319;10.233;281.878;370.965;10.851;281.974;371.758;12.264;278.965;373.511;10.537;278.849;370.867;15.307;281.852;372.337;16.189;281.622
371.673;10.782;281.875;371.93;13.133;281.75;371.765;9.834;280.733;370.699;5.579;281.131;372.032;10.166;281.783;371.765;9.834;280.733;372.369;14.84;283.651;371.698;12.153;284.383;372.337;14.742;281.113;371.787;14.927;279.83;372.251;9.802;282.833;374.364;5.99;282.194;371.698;12.153;284.383;371.384;9.692;284.816;371.787;14.927;279.83;372.404;12.192;278.913;370.699;5.579;281.131;367.296;2.281;282.157;372.472;14.75;282.25;372.369;14.84;283.651;374.364;5.99;282.194;375.136;1.284;281.499;372.032;10.166;281.783;372.251;9.802;282.833;371.93;13.133;281.75;371.531;15.236;281.781;372.032;10.166;281.783;371.673;10.782;281.875;372.404;12.192;278.913;374.119;10.429;278.777;371.531;15.236;281.781;372.994;16.131;281.558
372.392;10.791;281.775;372.634;13.145;281.659;372.492;9.831;280.644;371.526;5.55;281.022;372.756;10.177;281.691;372.492;9.831;280.644;373.078;14.824;283.574;372.43;12.123;284.274;373.037;14.759;281.035;372.481;14.936;279.753;372.977;9.827;282.745;374.883;5.913;282.08;372.43;12.123;284.274;372.128;9.657;284.686;372.481;14.936;279.753;373.0;12.165;278.884;371.526;5.55;281.022;367.734;2.7;282.026;373.173;14.759;282.171;373.078;14.824;283.574;374.883;5.913;282.08;375.158;1.14;281.472;372.756;10.177;281.691;372.977;9.827;282.745;372.634;13.145;281.659;372.23;15.246;281.708;372.756;10.177;281.691;372.392;10.791;281.775;373.0;12.165;278.884;374.592;10.291;278.738;372.23;15.246;281.708;373.694;16.143;281.489
373.098;10.873;281.675;373.332;13.227;281.563;373.214;9.904;280.552;372.514;5.568;280.877;373.467;10.261;281.598;373.214;9.904;280.552;373.806;14.876;283.486;373.204;12.161;284.172;373.743;14.842;280.946;373.179;15.01;279.667;373.681;9.921;282.657;375.312;5.881;282.01;373.204;12.161;284.172;372.951;9.684;284.554;373.179;15.01;279.667;373.525;12.195;278.858;372.514;5.568;280.877;368.418;3.15;281.824;373.885;14.835;282.081;373.806;14.876;283.486;375.312;5.881;282.01;375.094;1.093;281.508;373.467;10.261;281.598;373.681;9.921;282.657;373.332;13.227;281.563;372.943;15.332;281.625;373.467;10.261;281.598;373.098;10.873;281.675;373.525;12.195;278.858;374.942;10.185;278.707;372.943;15.332;281.625;374.412;16.219;281.4
373.77;10.995;281.577;373.989;13.351;281.472;373.913;10.031;280.453;373.666;5.639;280.675;374.146;10.387;281.503;373.913;10.031;280.453;374.514;14.983;283.388;373.999;12.25;284.076;374.403;14.963;280.848;373.82;15.121;279.577;374.349;10.046;282.565;375.68;5.89;281.967;373.999;12.25;284.076;373.857;9.759;284.416;373.82;15.121;279.577;373.983;12.272;278.829;373.666;5.639;280.675;369.427;3.449;281.542;374.562;14.954;281.982;374.514;14.983;283.388;375.68;5.89;281.967;375.075;1.128;281.547;374.146;10.387;281.503;374.349;10.046;282.565;373.989;13.351;281.472;373.618;15.458;281.54;374.146;10.387;281.503;373.77;10.995;281.577;373.983;12.272;278.829;375.225;10.15;278.675;373.618;15.458;281.54;375.091;16.332;281.291
374.402;11.118;281.483;374.598;13.476;281.387;374.581;10.171;280.35;374.919;5.78;280.415;374.79;10.518;281.408;374.581;10.171;280.35;375.181;15.112;283.282;374.811;12.358;283.977;375.002;15.084;280.745;374.389;15.234;279.487;374.981;10.166;282.469;376.002;5.915;281.932;374.811;12.358;283.977;374.862;9.855;284.247;374.389;15.234;279.487;374.382;12.365;278.803;374.919;5.78;280.415;370.756;3.424;281.208;375.187;15.08;281.875;375.181;15.112;283.282;376.002;5.915;281.932;375.113;1.194;281.558;374.79;10.518;281.408;374.981;10.166;282.469;374.598;13.476;281.387;374.234;15.585;281.453;374.79;10.518;281.408;374.402;11.118;281.483;374.382;12.365;278.803;375.461;10.156;278.641;374.234;15.585;281.453;375.705;16.45;281.168
375.008;11.213;281.385;375.188;13.573;281.297;375.218;10.283;280.243;376.154;5.981;280.132;375.405;10.618;281.309;375.218;10.283;280.243;375.828;15.225;283.164;375.647;12.453;283.865;375.579;15.174;280.633;374.936;15.322;279.39;375.582;10.256;282.368;376.276;5.932;281.894;375.647;12.453;283.865;375.963;9.96;284.031;374.936;15.322;279.39;374.741;12.443;278.776;376.154;5.981;280.132;372.349;3.062;280.849;375.793;15.179;281.758;375.828;15.225;283.164;376.276;5.932;281.894;375.149;1.26;281.541;375.405;10.618;281.309;375.582;10.256;282.368;375.188;13.573;281.297;374.83;15.683;281.356;375.405;10.618;281.309;375.008;11.213;281.385;374.741;12.443;278.776;375.64;10.156;278.609;374.83;15.683;281.356;376.294;16.546;281.03
375.605;11.262;281.274;375.79;13.622;281.19;375.833;10.338;280.131;377.27;6.183;279.859;376.003;10.669;281.202;375.833;10.338;280.131;376.475;15.291;283.031;376.498;12.515;283.736;376.179;15.216;280.506;375.513;15.366;279.275;376.163;10.301;282.262;376.521;5.931;281.848;376.498;12.515;283.736;377.105;10.07;283.781;375.513;15.366;279.275;375.106;12.494;278.74;377.27;6.183;279.859;374.146;2.526;280.474;376.412;15.229;281.626;376.475;15.291;283.031;376.521;5.931;281.848;375.156;1.321;281.512;376.003;10.669;281.202;376.163;10.301;282.262;375.79;13.622;281.19;375.446;15.735;281.237;376.003;10.669;281.202;375.605;11.262;281.274;375.106;12.494;278.74;375.798;10.135;278.58;375.446;15.735;281.237;376.903;16.596;280.877
376.202;11.257;281.147;376.409;13.615;281.062;376.441;10.326;280.011;378.249;6.33;279.615;376.597;10.66;281.083;376.441;10.326;280.011;377.117;15.3;282.887;377.34;12.533;283.592;376.802;15.201;280.365;376.124;15.355;279.141;376.74;10.296;282.146;376.776;5.905;281.795;377.34;12.533;283.592;378.221;10.174;283.519;376.124;15.355;279.141;375.518;12.506;278.68;378.249;6.33;279.615;376.061;2.028;280.087;377.043;15.22;281.483;377.117;15.3;282.887;376.776;5.905;281.795;375.142;1.382;281.492;376.597;10.66;281.083;376.74;10.296;282.146;376.409;13.615;281.062;376.077;15.729;281.097;376.597;10.66;281.083;376.202;11.257;281.147;375.518;12.506;278.68;375.993;10.092;278.54;376.077;15.729;281.097;377.53;16.59;280.717
376.808;11.2;281.006;377.038;13.556;280.917;377.054;10.261;279.879;379.121;6.401;279.405;377.199;10.6;280.951;377.054;10.261;279.879;377.743;15.26;282.733;378.149;12.513;283.431;377.431;15.139;280.212;376.748;15.293;278.99;377.326;10.242;282.018;377.075;5.853;281.738;378.149;12.513;283.431;379.264;10.26;283.263;376.748;15.293;278.99;375.984;12.472;278.59;379.121;6.401;279.405;377.931;1.71;279.718;377.672;15.164;281.33;377.743;15.26;282.733;377.075;5.853;281.738;375.126;1.452;281.498;377.199;10.6;280.951;377.326;10.242;282.018;377.038;13.556;280.917;376.706;15.671;280.942;377.199;10.6;280.951;376.808;11.2;281.006;375.984;12.472;278.59;376.255;10.027;278.475;376.706;15.671;280.942;378.155;16.534;280.553
377.429;11.113;280.851;377.671;13.467;280.759;377.683;10.169;279.73;379.914;6.404;279.23;377.818;10.511;280.802;377.683;10.169;279.73;378.356;15.192;282.567;378.915;12.469;283.256;378.054;15.05;280.046;377.37;15.198;278.825;377.931;10.155;281.872;377.437;5.783;281.675;378.915;12.469;283.256;380.208;10.32;283.02;377.37;15.198;278.825;376.496;12.403;278.47;379.914;6.404;279.23;379.554;1.572;279.418;378.295;15.081;281.165;378.356;15.192;282.567;377.437;5.783;281.675;375.122;1.559;281.528;377.818;10.511;280.802;377.931;10.155;281.872;377.671;13.467;280.759;377.325;15.58;280.773;377.818;10.511;280.802;377.429;11.113;280.851;376.496;12.403;278.47;376.594;9.943;278.377;377.325;15.58;280.773;378.768;16.452;280.383
378.074;11.023;280.681;378.313;13.377;280.586;378.335;10.082;279.56;380.639;6.358;279.085;378.462;10.42;280.634;378.335;10.082;279.56;378.969;15.12;282.385;379.634;12.42;283.068;378.676;14.961;279.865;377.99;15.096;278.643;378.564;10.061;281.704;377.881;5.711;281.592;379.634;12.42;283.068;381.038;10.346;282.796;377.99;15.096;278.643;377.05;12.319;278.324;380.639;6.358;279.085;380.787;1.513;279.214;378.916;15.001;280.983;378.969;15.12;282.385;377.881;5.711;281.592;375.152;1.739;281.564;378.462;10.42;280.634;378.564;10.061;281.704;378.313;13.377;280.586;377.941;15.486;280.59;378.462;10.42;280.634;378.074;11.023;280.681;377.05;12.319;278.324;377.019;9.856;278.249;377.941;15.486;280.59;379.374;16.372;280.197
378.743;10.959;280.498;378.965;13.315;280.397;379.008;10.027;279.369;381.295;6.286;278.959;379.13;10.355;280.447;379.008;10.027;279.369;379.59;15.071;282.187;380.307;12.383;282.869;379.304;14.899;279.667;378.615;15.017;278.446;379.226;9.986;281.514;378.43;5.654;281.478;380.307;12.383;282.869;381.75;10.337;282.59;378.615;15.017;278.446;377.652;12.244;278.154;381.295;6.286;278.959;381.599;1.448;279.091;379.545;14.949;280.785;379.59;15.071;282.187;378.43;5.654;281.478;375.264;2.023;281.58;379.13;10.355;280.447;379.226;9.986;281.514;378.965;13.315;280.397;378.562;15.417;280.39;379.13;10.355;280.447;378.743;10.959;280.498;377.652;12.244;278.154;377.545;9.784;278.09;378.562;15.417;280.39;379.983;16.321;279.992
379.427;10.94;280.302;379.626;13.298;280.196;379.691;10.021;279.163;381.874;6.21;278.836;379.814;10.337;280.244;379.691;10.021;279.163;380.223;15.062;281.977;380.933;12.373;282.663;379.944;14.882;279.457;379.254;14.982;278.235;379.91;9.955;281.307;379.105;5.625;281.325;380.933;12.373;282.663;382.35;10.307;282.402;379.254;14.982;278.235;378.307;12.202;277.957;381.874;6.21;278.836;382.055;1.367;279.012;380.184;14.942;280.575;380.223;15.062;281.977;379.105;5.625;281.325;375.536;2.395;281.555;379.814;10.337;280.244;379.91;9.955;281.307;379.626;13.298;280.196;379.195;15.395;280.177;379.814;10.337;280.244;379.427;10.94;280.302;378.307;12.202;277.957;378.18;9.742;277.9;379.195;15.395;280.177;380.604;16.314;279.773
380.112;10.974;280.101;380.29;13.333;279.989;380.369;10.066;278.951;382.371;6.15;278.709;380.499;10.371;280.034;380.369;10.066;278.951;380.863;15.1;281.764;381.514;12.397;282.454;380.597;14.917;279.243;379.91;14.999;278.017;380.602;9.98;281.093;379.913;5.629;281.133;381.514;12.397;282.454;382.851;10.274;282.233;379.91;14.999;278.017;379.014;12.203;277.737;382.371;6.15;278.709;382.271;1.308;278.95;380.832;14.984;280.361;380.863;15.1;281.764;379.913;5.629;281.133;376.038;2.785;281.482;380.499;10.371;280.034;380.602;9.98;281.093;380.29;13.333;279.989;379.841;15.426;279.957;380.499;10.371;280.034;380.112;10.974;280.101;379.014;12.203;277.737;378.918;9.742;277.678;379.841;15.426;279.957;381.243;16.354;279.551
380.783;11.054;279.899;380.947;13.414;279.781;381.027;10.152;278.742;382.786;6.117;278.58;381.169;10.452;279.826;381.027;10.152;278.742;381.501;15.179;281.555;382.053;12.455;282.247;381.256;14.996;279.032;380.579;15.067;277.8;381.286;10.056;280.881;380.84;5.674;280.908;382.053;12.455;282.247;383.269;10.256;282.078;380.579;15.067;277.8;379.763;12.249;277.496;382.786;6.117;278.58;382.36;1.297;278.904;381.482;15.067;280.152;381.501;15.179;281.555;380.84;5.674;280.908;376.791;3.1;281.364;381.169;10.452;279.826;381.286;10.056;280.881;380.947;13.414;279.781;380.493;15.505;279.739;381.169;10.452;279.826;380.783;11.054;279.899;379.763;12.249;277.496;379.745;9.787;277.424;380.493;15.505;279.739;381.896;16.435;279.336
381.427;11.164;279.703;381.586;13.524;279.579;381.654;10.262;278.543;383.125;6.111;278.455;381.813;10.563;279.624;381.654;10.262;278.543;382.128;15.286;281.357;382.549;12.538;282.047;381.908;15.104;278.832;381.248;15.171;277.59;381.949;10.168;280.677;381.853;5.764;280.656;382.549;12.538;282.047;383.614;10.258;281.94;381.248;15.171;277.59;380.541;12.329;277.24;383.125;6.111;278.455;382.402;1.335;278.88;382.123;15.176;279.954;382.128;15.286;281.357;381.853;5.764;280.656;377.771;3.262;281.198;381.813;10.563;279.624;381.949;10.168;280.677;381.586;13.524;279.579;381.14;15.617;279.53;381.813;10.563;279.624;381.427;11.164;279.703;380.541;12.329;277.24;380.647;9.87;277.147;381.14;15.617;279.53;382.551;16.538;279.137
382.035;11.281;279.517;382.198;13.64;279.387;382.242;10.374;278.357;383.397;6.123;278.34;382.422;10.682;279.432;382.242;10.374;278.357;382.731;15.398;281.175;383.003;12.63;281.861;382.543;15.219;278.647;381.906;15.289;277.393;382.581;10.292;280.484;382.911;5.901;280.384;383.003;12.63;281.861;383.898;10.276;281.821;381.906;15.289;277.393;381.337;12.425;276.976;383.397;6.123;278.34;382.438;1.4;278.879;382.743;15.287;279.772;382.731;15.398;281.175;382.911;5.901;280.384;378.946;3.227;280.976;382.422;10.682;279.432;382.581;10.292;280.484;382.198;13.64;279.387;381.769;15.737;279.335;382.422;10.682;279.432;382.035;11.281;279.517;381.337;12.425;276.976;381.613;9.98;276.856;381.769;15.737;279.335;383.194;16.644;278.959
382.607;11.38;279.342;382.78;13.739;279.207;382.792;10.466;278.184;383.608;6.137;278.242;382.995;10.782;279.253;382.792;10.466;278.184;383.305;15.49;281.01;383.42;12.711;281.693;383.152;15.317;278.48;382.542;15.396;277.213;383.178;10.401;280.305;383.967;6.072;280.104;383.42;12.711;281.693;384.132;10.295;281.727;382.542;15.396;277.213;382.142;12.518;276.71;383.608;6.137;278.242;382.476;1.468;278.897;383.336;15.378;279.608;383.305;15.49;281.01;383.967;6.072;280.104;380.31;2.987;280.679;382.995;10.782;279.253;383.178;10.401;280.305;382.78;13.739;279.207;382.373;15.84;279.159;382.995;10.782;279.253;382.607;11.38;279.342;382.142;12.518;276.71;382.637;10.109;276.564;382.373;15.84;279.159;383.814;16.73;278.803
383.149;11.438;279.181;383.337;13.795;279.04;383.311;10.515;278.025;383.773;6.137;278.16;383.535;10.839;279.088;383.311;10.515;278.025;383.851;15.54;280.864;383.808;12.759;281.55;383.734;15.375;278.331;383.154;15.47;277.051;383.741;10.466;280.138;384.977;6.249;279.833;383.808;12.759;281.55;384.331;10.298;281.661;383.154;15.47;277.051;382.95;12.589;276.453;383.773;6.137;278.16;382.503;1.52;278.924;383.902;15.426;279.462;383.851;15.54;280.864;384.977;6.249;279.833;381.883;2.584;280.292;383.535;10.839;279.088;383.741;10.466;280.138;383.337;13.795;279.04;382.95;15.9;279.002;383.535;10.839;279.088;383.149;11.438;279.181;382.95;12.589;276.453;383.702;10.249;276.289;382.95;15.9;279.002;384.406;16.773;278.67
383.673;11.437;279.032;383.88;13.792;278.887;383.81;10.508;277.879;383.912;6.11;278.091;384.055;10.836;278.936;383.81;10.508;277.879;384.384;15.528;280.731;384.186;12.758;281.432;384.298;15.375;278.196;383.745;15.491;276.906;384.279;10.467;279.983;385.904;6.393;279.588;384.186;12.758;281.432;384.522;10.269;281.623;383.745;15.491;276.906;383.75;12.624;276.21;383.912;6.11;278.091;382.497;1.552;278.949;384.452;15.415;279.329;384.384;15.528;280.731;385.904;6.393;279.588;383.671;2.129;279.822;384.055;10.836;278.936;384.279;10.467;279.983;383.88;13.792;278.887;383.51;15.9;278.862;384.055;10.836;278.936;383.673;11.437;279.032;383.75;12.624;276.21;384.776;10.391;276.044;383.51;15.9;278.862;384.979;16.761;278.552
384.199;11.372;278.894;384.43;13.724;278.742;384.309;10.439;277.741;384.061;6.051;278.028;384.574;10.767;278.793;384.309;10.439;277.741;384.931;15.451;280.603;384.587;12.702;281.333;384.863;15.31;278.067;384.325;15.45;276.773;384.81;10.398;279.838;386.731;6.461;279.374;384.587;12.702;281.333;384.746;10.203;281.601;384.325;15.45;276.773;384.526;12.615;275.986;384.061;6.051;278.028;382.444;1.577;278.967;385.01;15.34;279.201;384.931;15.451;280.603;386.731;6.461;279.374;385.591;1.78;279.308;384.574;10.767;278.793;384.81;10.398;279.838;384.43;13.724;278.742;384.073;15.835;278.732;384.574;10.767;278.793;384.199;11.372;278.894;384.526;12.615;275.986;385.808;10.517;275.829;384.073;15.835;278.732;385.55;16.688;278.437
384.75;11.253;278.761;385.006;13.602;278.601;384.83;10.32;277.605;384.274;5.965;277.958;385.114;10.642;278.654;384.83;10.32;277.605;385.517;15.321;280.47;385.046;12.602;281.238;385.445;15.19;277.934;384.905;15.354;276.644;385.356;10.268;279.696;387.468;6.437;279.179;385.046;12.602;281.238;385.045;10.106;281.578;384.905;15.354;276.644;385.262;12.557;275.779;384.274;5.965;277.958;382.37;1.621;278.969;385.595;15.213;279.068;385.517;15.321;280.47;387.468;6.437;279.179;387.423;1.632;278.813;385.114;10.642;278.654;385.356;10.268;279.696;385.006;13.602;278.601;384.66;15.715;278.605;385.114;10.642;278.654;384.75;11.253;278.761;385.262;12.557;275.779;386.751;10.6;275.63;384.66;15.715;278.605;386.137;16.568;278.313
